Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,WS_per_G,OWS_per_G,DWS_per_G,AST_TOV,OWS_div_USG,TS_times_USG,bigmanD,foul_rate,three_rate,PTs_per_36,PF_per_dplay,FG_TOV,two_way
Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,12.2,0.546,0.201,0.301,6.6,12.6,9.6,18.2,1.5,1.0,15.3,18.8,0.4,0.3,0.7,0.049,-2.8,-0.7,-3.5,-0.3,7.065217,2.258064516129032,1.2903225806451613,0.967741935483871,1.8,0.02127659574468085,10.264800000000001,0.15596330275229356,0.15596330275229356,16.853932584269664,15.027522935779816,3.777777777777778,2.6,11.806451612903226
Jayson Tatum,PF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,23.7,0.607,0.44,0.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1,30.35178,14.18918918918919,8.378378378378379,5.8108108108108105,1.586206896551724,0.18960244648318042,19.8489,0.25745257452574527,0.059620596205962065,30.592105263157894,29.36585365853659,1.2222222222222223,4.482758620689656,137.7162162162162
Terry Taylor,PF,23,TOT,31,2,8.5,1.3,2.4,0.52,0.2,0.6,0.263,1.1,1.8,0.607,0.553,0.2,0.4,0.545,0.9,0.6,1.5,0.3,0.1,0.2,0.3,0.8,2.9,11.0,0.557,0.253,0.147,11.4,8.4,9.9,5.1,0.5,2.0,10.1,14.2,0.2,0.1,0.3,0.054,-2.3,-1.8,-4.1,-0.1,1.563518,0.967741935483871,0.6451612903225806,0.3225806451612903,1.0,0.014084507042253523,7.909400000000001,0.10588235294117647,0.09411764705882353,20.0,12.282352941176471,2.6666666666666665,5.0,3.5483870967741935
Garrett Temple,SG,36,NOP,25,0,6.5,0.7,1.8,0.4,0.4,1.0,0.423,0.3,0.8,0.368,0.522,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0,10.5,0.535,0.578,0.089,3.5,8.4,5.9,10.6,2.7,1.2,7.9,13.4,0.1,0.2,0.3,0.094,-2.5,1.6,-1.0,0.0,5.1555,1.2,0.4,0.8,2.5,0.007462686567164179,7.1690000000000005,0.15384615384615385,0.0923076923076923,35.714285714285715,11.076923076923077,1.2,5.5,8.4
Dalen Terry,SG,20,CHI,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,14.1,0.523,0.375,0.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,0.1,0.3,0.5,0.105,-1.7,1.7,0.0,0.1,3.1914,1.3157894736842104,0.2631578947368421,0.7894736842105263,2.9999999999999996,0.005434782608695653,9.623199999999999,0.19642857142857145,0.10714285714285715,26.923076923076927,14.142857142857144,1.4999999999999998,5.0,11.131578947368421
Cam Thomas,SG,21,BRK,57,4,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,14.7,0.567,0.292,0.382,1.0,10.1,5.6,12.7,1.0,0.6,10.6,27.8,0.3,0.7,1.0,0.049,-0.7,-2.0,-2.7,-0.2,2.13816,1.7543859649122806,0.5263157894736842,1.2280701754385965,1.2727272727272725,0.010791366906474819,15.762599999999999,0.12048192771084336,0.06024096385542168,22.330097087378636,22.987951807228914,2.0,4.0,18.05263157894737
Klay Thompson,SG,32,GSW,69,69,33.0,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,14.7,0.576,0.584,0.105,1.9,11.7,6.9,11.0,1.0,1.1,8.6,26.4,1.2,1.9,3.1,0.066,1.4,-1.7,-0.3,1.0,40.60008,4.492753623188406,1.7391304347826086,2.753623188405797,1.3333333333333333,0.045454545454545456,15.206399999999999,0.14242424242424243,0.05757575757575757,36.93379790940766,23.89090909090909,1.727272727272727,6.833333333333334,40.47826086956521
JT Thor,PF,20,CHO,69,8,14.0,1.4,3.4,0.399,0.6,1.8,0.317,0.8,1.7,0.487,0.481,0.5,0.7,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1.0,3.8,7.0,0.506,0.517,0.197,3.9,13.0,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,0.009,-4.3,-0.4,-4.7,-0.7,1.563518,0.2898550724637681,-0.8695652173913043,1.1594202898550725,0.8333333333333334,-0.04580152671755725,6.6286,0.16428571428571428,0.07142857142857142,34.61538461538461,9.77142857142857,1.6666666666666667,3.3333333333333335,8.115942028985508
Matisse Thybulle,SG,25,TOT,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,-2.7,2.2,-0.5,0.4,4.379527,2.9577464788732395,0.8450704225352111,2.112676056338028,2.3333333333333335,0.05660377358490566,5.8512,0.1834319526627219,0.09467455621301776,36.84210526315789,8.733727810650887,0.9411764705882354,7.666666666666666,22.183098591549296
Xavier Tillman Sr.,PF,24,MEM,61,29,19.3,3.1,5.0,0.614,0.1,0.2,0.267,3.0,4.8,0.632,0.621,0.8,1.5,0.551,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0,17.3,0.621,0.049,0.291,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,2.3,1.9,4.2,0.171,0.3,1.7,1.9,1.2,1.782621,6.885245901639345,3.7704918032786883,3.1147540983606556,2.285714285714286,0.1678832116788321,8.5077,0.23316062176165803,0.08290155440414508,3.8461538461538463,13.05699481865285,1.0666666666666667,4.571428571428572,53.885245901639344
Obi Toppin,PF,24,NYK,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,13.6,0.565,0.589,0.112,3.0,16.6,9.8,9.2,1.1,1.1,8.0,19.5,1.1,1.0,2.1,0.095,0.3,-0.8,-0.5,0.4,5.34828,3.134328358208956,1.6417910447761197,1.4925373134328357,1.6666666666666667,0.05641025641025642,11.017499999999998,0.18471337579617836,0.06369426751592357,37.0,16.96815286624204,2.0,6.833333333333333,20.298507462686565
Juan Toscano-Anderson,SF,29,TOT,52,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,0.038,-4.6,0.8,-3.8,-0.3,1.83609,0.9615384615384616,-0.19230769230769232,1.1538461538461537,1.8571428571428574,-0.008849557522123894,5.7065,0.17037037037037037,0.1111111111111111,22.222222222222225,8.0,3.0,2.0,8.307692307692307
Karl-Anthony Towns,PF,27,MIN,29,29,33.0,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,18.8,0.618,0.383,0.315,5.7,21.6,13.8,22.0,1.0,1.5,15.0,25.6,1.5,1.1,2.7,0.133,2.1,0.9,3.0,1.2,33.8334,9.310344827586208,5.172413793103448,3.7931034482758625,1.5999999999999999,0.05859375,15.8208,0.23636363636363636,0.11515151515151514,27.80487804878049,22.690909090909095,2.9230769230769234,3.1333333333333333,71.31034482758622
Gary Trent Jr.,SG,24,TOR,66,44,32.1,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,0.522,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,15.0,0.56,0.481,0.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,2.5,2.0,4.5,0.102,0.2,0.0,0.2,1.1,17.505,6.8181818181818175,3.787878787878788,3.0303030303030303,2.0,0.1152073732718894,12.152000000000001,0.12461059190031153,0.04672897196261682,32.38095238095238,19.514018691588785,0.8333333333333333,10.749999999999998,45.45454545454545
P.J. Tucker,PF,37,PHI,75,75,25.6,1.3,3.0,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.549,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1.0,0.7,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.1,-3.0,-0.5,10.49,3.3333333333333335,1.2,2.2666666666666666,1.3333333333333335,0.13846153846153847,3.679,0.1328125,0.09374999999999999,38.77551020408163,4.921875,3.428571428571429,3.3333333333333335,12.92
Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,0.548,1.5,4.0,0.373,5.0,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,20.0,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22.0,3.4,2.0,5.4,0.142,1.4,0.7,2.1,1.9,35.0695,8.709677419354838,5.483870967741936,3.225806451612903,0.8235294117647058,0.15454545454545454,14.322000000000001,0.30612244897959184,0.11904761904761905,25.316455696202528,22.040816326530614,1.206896551724138,4.705882352941177,64.51612903225806
Jonas Valančiūnas,C,30,NOP,79,79,24.9,5.6,10.3,0.547,0.5,1.4,0.349,5.2,8.9,0.577,0.57,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,14.1,19.3,0.61,0.134,0.275,13.0,33.3,23.1,11.1,0.5,2.5,14.8,23.4,2.8,3.0,5.8,0.142,0.0,-0.4,-0.4,0.8,14.7,7.341772151898734,3.544303797468354,3.79746835443038,0.9,0.11965811965811966,14.274,0.33333333333333337,0.1244979919678715,11.965811965811964,20.3855421686747,3.1,3.05,73.29113924050634
Jarred Vanderbilt,PF,23,TOT,78,65,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,15.1,0.604,0.2,0.308,10.0,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,0.132,-0.6,1.6,1.1,1.5,4.374,6.666666666666667,3.4615384615384617,3.205128205128205,2.0,0.1985294117647059,8.2144,0.27800829875518673,0.0995850622406639,17.142857142857142,11.800829875518673,1.714285714285714,3.0,48.39743589743589
Fred VanVleet,PG,28,TOR,69,69,36.7,6.3,16.1,0.393,3.0,8.8,0.342,3.3,7.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,17.0,0.54,0.545,0.254,1.2,12.0,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2.0,0.5,2.5,2.9,21.25,9.420289855072465,5.362318840579711,4.057971014492753,3.6,0.15948275862068967,12.528,0.16348773841961853,0.0762942779291553,35.34136546184739,18.931880108991827,1.1666666666666667,4.65,68.9855072463768
Devin Vassell,SG,22,SAS,38,32,31.0,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.051,1.3,-0.9,0.4,0.7,4.437,3.1578947368421053,1.8421052631578945,1.3157894736842104,2.4,0.028688524590163935,13.42,0.16774193548387098,0.04838709677419355,30.837004405286343,21.483870967741936,1.0,6.400000000000001,20.39473684210526
Gabe Vincent,PG,26,MIA,68,34,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,0.505,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,9.0,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6,1.815677,2.0588235294117645,-0.4411764705882353,2.5,1.7857142857142858,-0.017142857142857144,9.3275,0.10424710424710426,0.0888030888030888,38.059701492537314,13.065637065637068,2.3,3.642857142857143,22.5
Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1.0,0.458,0.0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,5.9,0.502,0.167,0.083,11.7,18.8,15.3,5.1,0.6,4.0,30.7,9.2,0.0,0.3,0.2,0.06,-7.0,0.7,-6.3,-0.2,1.160955,0.8695652173913043,0.0,1.3043478260869565,0.6,0.0,4.618399999999999,0.22972972972972974,0.2027027027027027,16.666666666666668,5.351351351351352,3.75,1.0,7.695652173913044
Nikola Vučević,C,32,CHI,82,82,33.5,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,19.1,0.594,0.302,0.138,6.7,30.2,18.6,14.6,1.1,2.0,10.2,21.9,3.9,4.4,8.3,0.145,1.9,0.7,2.7,3.2,22.0,10.121951219512196,4.7560975609756095,5.365853658536586,1.8823529411764708,0.17808219178082194,13.008599999999998,0.31343283582089554,0.06567164179104479,23.076923076923077,18.9134328358209,1.5714285714285716,5.176470588235294,102.48780487804879
Dean Wade,PF,26,CLE,44,13,20.3,1.7,4.0,0.412,1.0,2.9,0.354,0.6,1.1,0.56,0.54,0.3,0.5,0.652,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.097,-2.9,2.1,-0.7,0.3,1.930681,4.090909090909091,0.9090909090909092,3.1818181818181817,2.0,0.03921568627450981,5.61,0.20197044334975367,0.09852216748768472,42.028985507246375,8.334975369458128,1.8181818181818181,6.75,27.045454545454543
Franz Wagner,SF,21,ORL,80,80,32.6,6.8,14.0,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,15.9,0.589,0.322,0.288,3.0,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3,5.25828,6.75,3.875,2.875,1.6666666666666665,0.13191489361702127,13.8415,0.13496932515337423,0.0705521472392638,24.324324324324326,20.539877300613497,1.9166666666666665,4.0,45.7125
Moritz Wagner,C,25,ORL,57,18,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,17.4,0.63,0.412,0.46,7.0,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.149,0.4,0.2,0.6,0.7,1.87872,5.964912280701754,3.68421052631579,2.280701754385965,1.25,0.0995260663507109,13.293000000000001,0.21025641025641023,0.12307692307692307,29.591836734693878,19.384615384615383,2.9999999999999996,3.666666666666667,39.68421052631579
Ish Wainright,SF,28,PHO,60,2,15.3,1.4,3.8,0.37,1.0,2.9,0.329,0.5,0.9,0.5,0.496,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2.0,4.2,9.2,0.522,0.762,0.137,5.3,11.6,8.4,7.4,2.0,2.2,8.4,12.2,0.5,1.2,1.7,0.089,-2.7,1.5,-1.2,0.2,0.474851,2.833333333333333,0.8333333333333334,2.0,2.25,0.04098360655737705,6.3684,0.16993464052287582,0.13071895424836602,43.28358208955224,9.882352941176471,2.0,5.999999999999999,18.4
Jabari Walker,SF,20,POR,56,0,11.1,1.5,3.5,0.419,0.3,1.0,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6,1.017781,0.35714285714285715,-0.17857142857142858,0.5357142857142857,1.2,-0.005780346820809248,8.5808,0.17117117117117117,0.10810810810810811,22.22222222222222,12.64864864864865,2.9999999999999996,3.6,5.142857142857142
Lonnie Walker IV,SG,24,LAL,56,32,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5.0,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7.0,1.1,1.1,7.4,20.2,0.8,1.0,1.8,0.066,-0.9,-0.5,-1.4,0.2,6.479,3.214285714285715,1.4285714285714286,1.7857142857142856,1.375,0.039603960396039604,11.514,0.10775862068965518,0.05603448275862069,31.884057971014496,18.155172413793103,1.625,7.250000000000001,21.78571428571428
John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.408,1.0,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,13.6,0.498,0.322,0.334,2.1,11.4,6.8,35.3,1.8,1.4,17.1,27.0,-0.4,0.7,0.3,0.02,-0.8,-0.4,-1.2,0.1,47.34576,0.8823529411764706,-1.1764705882352942,2.0588235294117645,2.166666666666667,-0.014814814814814815,13.446,0.15765765765765766,0.07657657657657657,24.427480916030532,18.48648648648649,1.4166666666666665,2.125,27.999999999999996
T.J. Warren,PF-SF,29,TOT,42,0,16.4,3.1,6.4,0.489,0.5,1.6,0.328,2.6,4.8,0.542,0.53,0.7,0.8,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,13.5,0.55,0.248,0.13,4.2,15.4,9.8,8.7,1.6,1.5,6.5,19.5,0.4,0.8,1.2,0.081,-1.7,-0.2,-2.0,0.0,1.83609,2.857142857142857,0.9523809523809524,1.9047619047619049,2.0,0.020512820512820513,10.725000000000001,0.18902439024390244,0.09146341463414635,20.0,16.463414634146343,1.875,7.2,25.714285714285715
Duane Washington Jr.,SG,22,PHO,31,3,12.7,3.0,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,-0.8,0.3,-0.5,-0.065,-1.8,-2.8,-4.6,-0.3,0.628802,-1.6129032258064515,-2.5806451612903225,0.967741935483871,1.8181818181818181,-0.024615384615384615,14.885,0.11023622047244096,0.05511811023622047,30.252100840336134,22.393700787401578,2.333333333333333,3.9090909090909087,9.000000000000002
P.J. Washington,PF,24,CHO,73,73,32.6,5.9,13.4,0.444,2.0,5.9,0.348,3.9,7.5,0.518,0.52,1.7,2.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,12.9,0.542,0.438,0.178,3.2,13.0,8.0,11.0,1.3,2.9,9.4,20.6,0.4,2.2,2.6,0.052,-1.0,-0.3,-1.3,0.4,5.808435,3.5616438356164384,0.547945205479452,3.0136986301369864,1.5999999999999999,0.019417475728155338,11.165200000000002,0.18098159509202455,0.07975460122699386,30.5699481865285,17.337423312883434,1.3,5.266666666666667,38.87671232876713
TyTy Washington Jr.,PG,21,HOU,31,2,14.0,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.422,0.3,0.6,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7,7.5,0.432,0.5,0.113,0.5,11.0,5.7,15.3,1.7,0.5,7.7,17.4,-0.3,0.1,-0.1,-0.016,-5.0,-1.3,-6.3,-0.5,2.21004,-0.3225806451612903,-0.967741935483871,0.3225806451612903,3.0,-0.017241379310344827,7.516799999999999,0.14285714285714285,0.0642857142857143,33.33333333333333,12.085714285714287,1.5,5.0,2.4193548387096775
Yuta Watanabe,SF,28,BRK,58,1,16.0,2.0,4.0,0.491,1.0,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,12.1,0.637,0.582,0.203,3.7,13.1,8.5,7.0,1.3,1.6,8.0,13.1,1.3,0.9,2.1,0.111,-0.4,-0.2,-0.6,0.3,1.83609,3.620689655172414,2.2413793103448274,1.5517241379310345,2.0,0.09923664122137406,8.3447,0.16249999999999998,0.0875,36.507936507936506,12.6,2.0,7.5,18.775862068965516
Lindy Waters III,SG,25,OKC,41,0,13.0,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7.0,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3,1.927896,2.682926829268293,1.4634146341463414,1.2195121951219512,3.4999999999999996,0.03870967741935484,8.881499999999999,0.15384615384615385,0.07692307692307693,48.192771084337345,14.4,1.6666666666666667,15.499999999999998,14.390243902439025
Trendon Watford,PF,22,POR,62,12,19.1,2.9,5.2,0.56,0.4,1.0,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,13.6,0.625,0.198,0.31,4.1,19.2,11.6,16.0,1.3,0.9,16.2,16.1,1.3,0.7,2.1,0.084,-1.4,-0.4,-1.8,0.1,1.563518,3.387096774193549,2.0967741935483875,1.129032258064516,1.909090909090909,0.08074534161490683,10.0625,0.20418848167539266,0.09947643979057591,16.129032258064516,13.94764397905759,2.7142857142857144,2.9999999999999996,15.354838709677418
Peyton Watson,SG,20,DEN,23,2,8.1,1.3,2.6,0.492,0.3,0.6,0.429,1.0,2.0,0.511,0.542,0.5,0.9,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,12.8,0.553,0.237,0.339,5.1,17.4,11.4,7.9,0.5,5.2,10.6,17.7,0.1,0.2,0.3,0.073,-2.7,-0.1,-2.8,0.0,2.19396,1.3043478260869565,0.43478260869565216,0.8695652173913043,1.6666666666666667,0.005649717514124295,9.7881,0.2345679012345679,0.07407407407407407,18.749999999999996,14.666666666666666,1.0,5.333333333333334,11.130434782608695
Blake Wesley,SG,19,SAS,37,1,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,2.38548,-4.324324324324325,-5.135135135135135,0.8108108108108109,1.5,-0.1027027027027027,7.2705,0.14917127071823202,0.09944751381215469,19.444444444444446,9.944751381215468,2.2500000000000004,1.3333333333333333,2.837837837837838
Russell Westbrook,PG,34,TOT,73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,47.559433,2.602739726027397,-0.821917808219178,3.5616438356164384,2.142857142857143,-0.021660649819494584,14.2101,0.20962199312714774,0.07560137457044674,22.285714285714285,19.670103092783503,1.4666666666666668,2.028571428571429,57.34246575342466
Coby White,SG,22,CHI,74,2,23.4,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1.0,0.2,-0.8,0.5,7.413955,4.1891891891891895,1.6216216216216217,2.5675675675675675,2.8,0.0670391061452514,10.238799999999998,0.1452991452991453,0.06837606837606838,36.507936507936506,14.923076923076922,2.0000000000000004,5.3,32.0945945945946
Derrick White,SG,28,BOS,82,70,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6,16.892857,9.02439024390244,5.365853658536586,3.7804878048780486,3.25,0.24858757062146897,10.6908,0.15901060070671377,0.07773851590106008,34.285714285714285,15.773851590106007,1.375,5.083333333333333,58.21951219512195
Jack White,SF,25,DEN,17,0,3.9,0.5,1.1,0.421,0.2,0.5,0.333,0.3,0.6,0.5,0.5,0.1,0.2,0.667,0.4,0.6,1.0,0.2,0.2,0.1,0.1,0.5,1.2,12.6,0.517,0.474,0.158,10.7,18.6,14.8,7.7,2.2,2.7,9.0,14.7,0.1,0.1,0.1,0.108,-2.6,0.7,-1.9,0.0,0.508891,0.5882352941176471,0.5882352941176471,0.5882352941176471,2.0,0.006802721088435375,7.5999,0.23076923076923078,0.12820512820512822,31.25,11.076923076923077,1.6666666666666665,6.999999999999999,7.411764705882353
Aaron Wiggins,SG,24,OKC,70,14,18.5,2.7,5.2,0.512,0.7,1.7,0.393,2.0,3.4,0.573,0.579,0.8,1.0,0.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0,1.563518,3.7142857142857144,2.0,1.7142857142857144,1.375,0.09655172413793103,8.801499999999999,0.15135135135135133,0.08648648648648649,24.63768115942029,13.23243243243243,2.0,4.25,20.914285714285715
Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,14.7,0.564,0.425,0.136,5.7,11.3,8.6,10.5,1.8,2.1,7.9,21.5,1.0,1.3,2.3,0.091,-0.1,-0.4,-0.5,0.5,33.61677,6.216216216216216,2.7027027027027026,3.5135135135135136,1.769230769230769,0.046511627906976744,12.126,0.16770186335403725,0.09006211180124223,29.901960784313726,19.118012422360245,1.45,7.076923076923076,51.648648648648646
